Existe uma rota que forma um ciclo hamiltoniano. A rota é:
[0, 1, 2, 3, 7, 6, 5, 4, 0]
[0, 1, 2, 6, 5, 4, 7, 3, 0]
[0, 1, 5, 4, 7, 6, 2, 3, 0]
[0, 1, 5, 6, 2, 3, 7, 4, 0]
[0, 3, 2, 1, 5, 6, 7, 4, 0]
[0, 3, 2, 6, 7, 4, 5, 1, 0]
[0, 3, 7, 4, 5, 6, 2, 1, 0]
[0, 3, 7, 6, 2, 1, 5, 4, 0]
[0, 4, 5, 1, 2, 6, 7, 3, 0]
[0, 4, 5, 6, 7, 3, 2, 1, 0]
[0, 4, 7, 3, 2, 6, 5, 1, 0]
[0, 4, 7, 6, 5, 1, 2, 3, 0]
[1, 0, 3, 2, 6, 7, 4, 5, 1]
[1, 0, 3, 7, 4, 5, 6, 2, 1]
[1, 0, 4, 5, 6, 7, 3, 2, 1]
[1, 0, 4, 7, 3, 2, 6, 5, 1]
[1, 2, 3, 0, 4, 7, 6, 5, 1]
[1, 2, 3, 7, 6, 5, 4, 0, 1]
[1, 2, 6, 5, 4, 7, 3, 0, 1]
[1, 2, 6, 7, 3, 0, 4, 5, 1]
[1, 5, 4, 0, 3, 7, 6, 2, 1]
[1, 5, 4, 7, 6, 2, 3, 0, 1]
[1, 5, 6, 2, 3, 7, 4, 0, 1]
[1, 5, 6, 7, 4, 0, 3, 2, 1]
[2, 1, 0, 3, 7, 4, 5, 6, 2]
[2, 1, 0, 4, 5, 6, 7, 3, 2]
[2, 1, 5, 4, 0, 3, 7, 6, 2]
[2, 1, 5, 6, 7, 4, 0, 3, 2]
[2, 3, 0, 1, 5, 4, 7, 6, 2]
[2, 3, 0, 4, 7, 6, 5, 1, 2]
[2, 3, 7, 4, 0, 1, 5, 6, 2]
[2, 3, 7, 6, 5, 4, 0, 1, 2]
[2, 6, 5, 1, 0, 4, 7, 3, 2]
[2, 6, 5, 4, 7, 3, 0, 1, 2]
[2, 6, 7, 3, 0, 4, 5, 1, 2]
[2, 6, 7, 4, 5, 1, 0, 3, 2]
[3, 0, 1, 2, 6, 5, 4, 7, 3]
[3, 0, 1, 5, 4, 7, 6, 2, 3]
[3, 0, 4, 5, 1, 2, 6, 7, 3]
[3, 0, 4, 7, 6, 5, 1, 2, 3]
[3, 2, 1, 0, 4, 5, 6, 7, 3]
[3, 2, 1, 5, 6, 7, 4, 0, 3]
[3, 2, 6, 5, 1, 0, 4, 7, 3]
[3, 2, 6, 7, 4, 5, 1, 0, 3]
[3, 7, 4, 0, 1, 5, 6, 2, 3]
[3, 7, 4, 5, 6, 2, 1, 0, 3]
[3, 7, 6, 2, 1, 5, 4, 0, 3]
[3, 7, 6, 5, 4, 0, 1, 2, 3]
[4, 0, 1, 2, 3, 7, 6, 5, 4]
[4, 0, 1, 5, 6, 2, 3, 7, 4]
[4, 0, 3, 2, 1, 5, 6, 7, 4]
[4, 0, 3, 7, 6, 2, 1, 5, 4]
[4, 5, 1, 0, 3, 2, 6, 7, 4]
[4, 5, 1, 2, 6, 7, 3, 0, 4]
[4, 5, 6, 2, 1, 0, 3, 7, 4]
[4, 5, 6, 7, 3, 2, 1, 0, 4]
[4, 7, 3, 0, 1, 2, 6, 5, 4]
[4, 7, 3, 2, 6, 5, 1, 0, 4]
[4, 7, 6, 2, 3, 0, 1, 5, 4]
[4, 7, 6, 5, 1, 2, 3, 0, 4]
[5, 1, 0, 3, 2, 6, 7, 4, 5]
[5, 1, 0, 4, 7, 3, 2, 6, 5]
[5, 1, 2, 3, 0, 4, 7, 6, 5]
[5, 1, 2, 6, 7, 3, 0, 4, 5]
[5, 4, 0, 1, 2, 3, 7, 6, 5]
[5, 4, 0, 3, 7, 6, 2, 1, 5]
[5, 4, 7, 3, 0, 1, 2, 6, 5]
[5, 4, 7, 6, 2, 3, 0, 1, 5]
[5, 6, 2, 1, 0, 3, 7, 4, 5]
[5, 6, 2, 3, 7, 4, 0, 1, 5]
[5, 6, 7, 3, 2, 1, 0, 4, 5]
[5, 6, 7, 4, 0, 3, 2, 1, 5]
[6, 2, 1, 0, 3, 7, 4, 5, 6]
[6, 2, 1, 5, 4, 0, 3, 7, 6]
[6, 2, 3, 0, 1, 5, 4, 7, 6]
[6, 2, 3, 7, 4, 0, 1, 5, 6]
[6, 5, 1, 0, 4, 7, 3, 2, 6]
[6, 5, 1, 2, 3, 0, 4, 7, 6]
[6, 5, 4, 0, 1, 2, 3, 7, 6]
[6, 5, 4, 7, 3, 0, 1, 2, 6]
[6, 7, 3, 0, 4, 5, 1, 2, 6]
[6, 7, 3, 2, 1, 0, 4, 5, 6]
[6, 7, 4, 0, 3, 2, 1, 5, 6]
[6, 7, 4, 5, 1, 0, 3, 2, 6]
[7, 3, 0, 1, 2, 6, 5, 4, 7]
[7, 3, 0, 4, 5, 1, 2, 6, 7]
[7, 3, 2, 1, 0, 4, 5, 6, 7]
[7, 3, 2, 6, 5, 1, 0, 4, 7]
[7, 4, 0, 1, 5, 6, 2, 3, 7]
[7, 4, 0, 3, 2, 1, 5, 6, 7]
[7, 4, 5, 1, 0, 3, 2, 6, 7]
[7, 4, 5, 6, 2, 1, 0, 3, 7]
[7, 6, 2, 1, 5, 4, 0, 3, 7]
[7, 6, 2, 3, 0, 1, 5, 4, 7]
[7, 6, 5, 1, 2, 3, 0, 4, 7]
[7, 6, 5, 4, 0, 1, 2, 3, 7]

Combinações possiveis: 40320
Com 322560 iterações de comparação de viabilidade do proximo ponto(j) e 1820250 de verificaço de adjacência(k).
